"x","y","z","srv","MOOSE_TOTA"
-132.375,61.8167,0.167172162,FALSE,0
-132.2917,61.8167,0.000192675,FALSE,0
-133.4583,61.7833,0.43558486,FALSE,0
-133.375,61.7833,0.229289427,FALSE,0
-133.2917,61.7833,1.086472549,FALSE,0
-133.2083,61.7833,0.510282458,FALSE,0
-133.125,61.7833,0.136691699,FALSE,0
-133.0417,61.7833,0.262936252,FALSE,0
-132.9583,61.7833,0.159431504,FALSE,0
-132.875,61.7833,0.21663764,FALSE,0
-132.7917,61.7833,0.280567635,TRUE,0
-132.7083,61.7833,0.47200573,FALSE,0
-132.625,61.7833,0.23934986,FALSE,0
-132.5417,61.7833,0.671455882,FALSE,0
-132.4583,61.7833,0.788609227,TRUE,0
-132.375,61.7833,0.898401098,FALSE,0
-132.2917,61.7833,0.08568168,FALSE,0
-133.375,61.75,0.478273141,FALSE,0
-133.2917,61.75,0.658800909,FALSE,0
-133.2083,61.75,0.513447789,FALSE,0
-133.125,61.75,0.258335729,FALSE,0
-133.0417,61.75,0.239432285,TRUE,0
-132.9583,61.75,0.979363512,TRUE,1
-132.875,61.75,0.59722168,FALSE,0
-132.7917,61.75,0.274250534,FALSE,0
-132.7083,61.75,0.288835582,FALSE,0
-132.625,61.75,0.389997456,FALSE,0
-132.5417,61.75,1.024970557,FALSE,0
-132.4583,61.75,0.637850772,FALSE,0
-132.375,61.75,0.429784721,FALSE,0
-132.2917,61.75,0.63477548,FALSE,0
-132.2083,61.75,0.113867018,FALSE,0
-133.375,61.7167,1.173495962,TRUE,2
-133.2917,61.7167,0.53770833,TRUE,2
-133.2083,61.7167,0.704078172,FALSE,0
-133.125,61.7167,0.327824096,FALSE,0
-133.0417,61.7167,0.631854105,FALSE,0
-132.9583,61.7167,1.455902131,TRUE,16
-132.875,61.7167,0.389033045,FALSE,0
-132.7917,61.7167,0.352238737,FALSE,0
-132.7083,61.7167,1.453750731,TRUE,16
-132.625,61.7167,0.809381031,FALSE,0
-132.5417,61.7167,0.466141942,FALSE,0
-132.4583,61.7167,0.558151905,FALSE,0
-132.375,61.7167,0.586481464,TRUE,2
-132.2917,61.7167,0.439479732,FALSE,0
-132.2083,61.7167,0.381735075,FALSE,0
-133.2917,61.6833,0.680188614,TRUE,5
-133.2083,61.6833,0.836738393,FALSE,0
-133.125,61.6833,0.456842994,FALSE,0
-133.0417,61.6833,0.401941177,FALSE,0
-132.9583,61.6833,0.785757011,TRUE,2
-132.875,61.6833,0.904964825,TRUE,4
-132.7917,61.6833,0.637040334,TRUE,2
-132.7083,61.6833,1.523754021,TRUE,10
-132.625,61.6833,0.404931089,FALSE,0
-132.5417,61.6833,0.902337271,TRUE,22
-132.4583,61.6833,0.422530588,FALSE,0
-133.2917,61.65,0.851519209,TRUE,0
-133.2083,61.65,0.669807407,FALSE,0
-133.125,61.65,0.666157133,FALSE,0
-133.0417,61.65,0.215813242,FALSE,0
-132.9583,61.65,0.622429025,TRUE,0
-132.875,61.65,1.788079781,TRUE,10
-132.7917,61.65,1.354441067,TRUE,7
-132.7083,61.65,0.46326634,FALSE,0
-132.625,61.65,1.526031034,TRUE,18
-132.5417,61.65,0.628215739,TRUE,11
-133.375,61.6167,0.760957364,TRUE,0
-133.2917,61.6167,1.055598381,FALSE,0
-133.2083,61.6167,0.460920159,FALSE,0
-133.125,61.6167,0.348656186,FALSE,0
-133.0417,61.6167,0.471983963,FALSE,0
-132.9583,61.6167,0.731505905,TRUE,0
-132.875,61.6167,2.298131546,TRUE,11
-132.7917,61.6167,0.691329936,FALSE,0
-132.7083,61.6167,0.396940611,TRUE,0
-132.625,61.6167,0.874872065,TRUE,15
-133.375,61.5833,0.957870454,TRUE,8
-133.2917,61.5833,0.656993275,FALSE,0
-133.2083,61.5833,0.650921217,FALSE,0
-133.125,61.5833,0.815486123,FALSE,0
-133.0417,61.5833,0.231743644,TRUE,0
-132.9583,61.5833,0.86940894,TRUE,0
-132.875,61.5833,1.077110711,TRUE,14
-132.7917,61.5833,1.557940316,TRUE,20
-132.7083,61.5833,0.530363237,FALSE,0
-132.625,61.5833,0.744884008,TRUE,3
-133.375,61.55,0.196925367,FALSE,0
-133.2917,61.55,0.600162184,FALSE,0
-133.2083,61.55,1.210552907,TRUE,1
-133.125,61.55,0.410358834,FALSE,0
-133.0417,61.55,0.314097119,FALSE,0
-132.9583,61.55,0.462326197,TRUE,0
-132.875,61.55,1.381863785,TRUE,16
-132.7917,61.55,0.524474473,TRUE,0
-132.7083,61.55,0.339783197,FALSE,0
-132.625,61.55,0.220392534,FALSE,0
-132.5417,61.55,0.27511933,FALSE,0
-133.375,61.5167,0.813311407,FALSE,0
-133.2917,61.5167,0.949980373,FALSE,0
-133.2083,61.5167,1.020328762,TRUE,1
-133.125,61.5167,0.55278617,FALSE,0
-133.0417,61.5167,0.162138791,FALSE,0
-132.9583,61.5167,0.730533528,TRUE,0
-132.875,61.5167,1.216082519,TRUE,10
-132.7917,61.5167,0.942800492,TRUE,0
-132.7083,61.5167,0.526060703,TRUE,0
-132.625,61.5167,0.237081558,FALSE,0
-132.5417,61.5167,0.166861688,FALSE,0
-133.4583,61.4833,0.199748654,FALSE,0
-133.375,61.4833,1.011844049,TRUE,2
-133.2917,61.4833,1.227861616,TRUE,8
-133.2083,61.4833,0.458914725,TRUE,0
-133.125,61.4833,0.62268329,FALSE,0
-133.0417,61.4833,0.127012517,TRUE,0
-132.9583,61.4833,0.145317636,FALSE,0
-132.875,61.4833,0.466620223,FALSE,0
-132.7917,61.4833,0.626823797,FALSE,0
-132.7083,61.4833,0.832036427,TRUE,0
-132.625,61.4833,0.116502913,FALSE,0
-132.5417,61.4833,0.280479268,FALSE,0
-133.4583,61.45,0.449721345,FALSE,0
-133.375,61.45,0.626349605,FALSE,0
-133.2917,61.45,0.8759006,TRUE,2
-133.2083,61.45,0.913777221,TRUE,2
-133.125,61.45,0.156525412,FALSE,0
-133.0417,61.45,0.177223827,FALSE,0
-132.9583,61.45,0.444552497,FALSE,0
-132.875,61.45,0.515728556,FALSE,0
-132.7917,61.45,0.436983265,FALSE,0
-132.7083,61.45,0.127580819,FALSE,0
-132.625,61.45,0.400379543,FALSE,0
-132.5417,61.45,0.218699001,FALSE,0
-133.4583,61.4167,0.008630734,TRUE,0
-133.375,61.4167,0.512181127,FALSE,0
-133.2917,61.4167,0.514392253,FALSE,0
-133.2083,61.4167,0.630906264,FALSE,0
-133.125,61.4167,0.437629883,FALSE,0
-133.0417,61.4167,0.177390439,FALSE,0
-132.9583,61.4167,0.464576559,FALSE,0
-132.875,61.4167,0.854467551,FALSE,0
-132.7917,61.4167,0.385942352,TRUE,5
-132.7083,61.4167,0.227077623,FALSE,0
-132.625,61.4167,0.093091859,FALSE,0
-132.5417,61.4167,0.006063445,FALSE,0
-133.375,61.3833,0.106759905,FALSE,0
-133.2917,61.3833,0.297803029,FALSE,0
-133.2083,61.3833,0.823197594,TRUE,20
-133.125,61.3833,0.574080278,FALSE,0
-133.0417,61.3833,0.025502038,FALSE,0
-132.9583,61.3833,0.643836123,FALSE,0
-132.875,61.3833,0.793977439,FALSE,0
-132.7917,61.3833,0.970645058,TRUE,1
-132.7083,61.3833,0.632186364,FALSE,0
-132.625,61.3833,0.473080965,FALSE,0
-132.5417,61.3833,0.039526227,FALSE,0
-133.375,61.35,0.016986695,FALSE,0
-133.2917,61.35,0.655452525,FALSE,0
-133.2083,61.35,0.558860823,TRUE,0
-133.125,61.35,0.591007082,FALSE,0
-133.0417,61.35,0.0879645,FALSE,0
-132.9583,61.35,0.445080203,FALSE,0
-132.875,61.35,0.310399315,FALSE,0
-132.7917,61.35,0.852746997,FALSE,0
-132.7083,61.35,0.515635908,TRUE,1
-132.625,61.35,0.166246809,TRUE,1
-132.5417,61.35,0.591009171,FALSE,0
-133.2917,61.3167,0.13031095,TRUE,0
-133.2083,61.3167,0.644103821,FALSE,0
-133.125,61.3167,0.788878928,TRUE,0
-133.0417,61.3167,0.424091904,FALSE,0
-132.9583,61.3167,0.02677711,FALSE,0
-132.875,61.3167,0.569116317,FALSE,0
-132.7917,61.3167,0.581161894,FALSE,0
-132.7083,61.3167,0.53542983,FALSE,0
-132.625,61.3167,0.520853129,FALSE,0
-132.5417,61.3167,0.029874881,FALSE,0
-133.2917,61.2833,0.00485027,FALSE,0
-133.2083,61.2833,0.320392116,TRUE,0
-133.125,61.2833,0.345573959,FALSE,0
-133.0417,61.2833,0.173621474,TRUE,0
-132.9583,61.2833,0.109261311,FALSE,0
-132.875,61.2833,1.104410023,TRUE,9
-132.7917,61.2833,0.712387924,TRUE,1
-132.7083,61.2833,1.076323473,FALSE,0
-132.625,61.2833,0.545197903,FALSE,0
-132.5417,61.2833,0.023373888,TRUE,3
-133.2083,61.25,7.62e-06,FALSE,0
-133.125,61.25,0.000287448,FALSE,0
-133.0417,61.25,0.044062996,FALSE,0
-132.9583,61.25,0.032863253,FALSE,0
-132.875,61.25,0.981430763,FALSE,0
-132.7917,61.25,0.681721794,FALSE,0
-132.7083,61.25,0.543495103,FALSE,0
-133.2083,61.2167,3.21e-05,FALSE,0
-133.125,61.2167,3.11e-05,FALSE,0
-133.0417,61.2167,1.04e-09,TRUE,0
-132.9583,61.2167,0.11946913,FALSE,0
-132.875,61.2167,0.58076755,FALSE,0
-132.7917,61.2167,1.08110412,TRUE,6
-132.7083,61.2167,0.17345656,FALSE,0
-133.125,61.1833,8.21e-07,FALSE,0
-132.875,61.1833,0.10967887,FALSE,0
-132.7917,61.1833,0.067332684,FALSE,0
